,SampleName,replicate,dilution,wwtp,sample_date,filt_protocol,file_name,run_date,ChamberID,target,sample_type,pcr_mix,volume_mL,PCR_ID,spiked,TotalDroplets,SARS-N1_PositiveDroplets,SARS-N1_PosCtrl-PosDrops,SARS-N1_NTCtrl-PosDrops,SARS-N1_(gc/rxn),SARS-N1_(gc/eluate),SARS-N1_(gc/mLWW),SARS-N1_spiked-(gc/rxn),SARS-N1_spNTC-(gc/rxn),SARS-N1_InhibitionQuant,MHV_PositiveDroplets,MHV_PosCtrl-PosDrops,MHV_NTCtrl-PosDrops,MHV_(gc/rxn),MHV_(gc/eluate),MHV_(gc/mLWW),MHV_spiked-(gc/rxn),MHV_spNTC-(gc/rxn),MHV_InhibitionQuant,MHV_SpikeIn(gc),MHV_PercRecovery,failure,chip_counts,fail_counts,failure_rate
118,25_2023-03-23,A,3,ARA Sensetal,2023-03-23,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675311-5-C7,n1mhv,ww,qscript_xlt,40.0,U,False,25094,58.0,3017.0,0.0,111.4636163320287,5350.253583937376,133.7563395984344,497.6779343653731,378.1774055074592,1.02,0.0,2384.0,0.0,0.0,0.0,0.0,261.2946837841975,288.2992437104704,0.91,438809.9838074066,0.0,0,12.0,0.0,0.0
119,25_2023-03-23,A,3,ARA Sensetal,2023-03-23,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675311-5-D7,n1mhv,ww,qscript_xlt,40.0,U,False,26432,60.0,3017.0,0.0,109.468019629783,5254.464942229583,131.3616235557396,497.6779343653731,378.1774055074592,1.02,0.0,2384.0,0.0,0.0,0.0,0.0,261.2946837841975,288.2992437104704,0.91,438809.9838074066,0.0,0,12.0,0.0,0.0
124,25_2023-03-22,A,3,ARA Sensetal,2023-03-22,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675311-5-A7,n1mhv,ww,qscript_xlt,40.0,U,False,26580,3.0,3017.0,0.0,5.437051401456468,260.9784672699105,6.524461681747762,117.5468967656667,378.1774055074592,0.31,230.0,2384.0,0.0,418.6309391969133,20094.28508145184,502.357127036296,698.0940951651133,288.2992437104704,0.99,438809.9838074066,4.579267979980877,0,12.0,0.0,0.0
125,25_2023-03-22,A,3,ARA Sensetal,2023-03-22,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675311-5-B7,n1mhv,ww,qscript_xlt,40.0,U,False,25677,5.0,3017.0,0.0,9.380816956965946,450.2792139343654,11.25698034835914,117.5468967656667,378.1774055074592,0.3,198.0,2384.0,0.0,372.8837235838336,17898.41873202401,447.4604683006002,698.0940951651133,288.2992437104704,1.06,438809.9838074066,4.078854035344741,0,12.0,0.0,0.0
237,25_2023-03-21,A,3,ARA Sensetal,2023-03-21,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0683337-4-C7,n1mhv,ww,qscript_xlt,40.0,U,False,26085,277.0,3226.0,0.0,514.254098819988,24684.19674335943,617.1049185839856,767.1531786006786,467.0146694199326,0.78,1868.0,2447.0,0.0,3579.26640635797,171804.7875051826,4295.119687629564,2316.054135822595,345.9641052914793,0.59,438809.9838074066,39.15243359198217,0,12.0,1.0,0.08333333333333333
249,25_2023-03-20,A,3,ARA Sensetal,2023-03-20,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0683337-4-A7,n1mhv,ww,qscript_xlt,40.0,U,False,27880,115.0,3226.0,0.0,199.1016955083159,9556.881384399165,238.9220346099791,560.4604439241286,467.0146694199326,0.84,0.0,2447.0,0.0,0.0,0.0,0.0,305.2324003161335,345.9641052914793,0.88,438809.9838074066,0.0,0,12.0,1.0,0.08333333333333333
250,25_2023-03-20,A,3,ARA Sensetal,2023-03-20,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0683337-4-B7,n1mhv,ww,qscript_xlt,40.0,U,False,27147,160.0,3226.0,0.0,284.7434712758503,13667.68662124081,341.6921655310204,560.4604439241286,467.0146694199326,0.75,0.0,2447.0,0.0,0.0,0.0,0.0,305.2324003161335,345.9641052914793,0.88,438809.9838074066,0.0,0,12.0,1.0,0.08333333333333333
272,25_2023-03-19,A,3,ARA Sensetal,2023-03-19,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676910-9-A9,n1mhv,ww,qscript_xlt,40.0,V,False,24329,97.0,2704.0,0.0,192.4364501468279,9236.94960704774,230.9237401761935,691.7122079954763,429.33245692397,1.11,1481.0,2093.0,0.0,3025.311573834797,145214.9555440703,3630.373888601757,3467.519716146094,306.263866596304,1.04,438809.9838074066,33.09290146137719,0,12.0,0.0,0.0
273,25_2023-03-19,A,3,ARA Sensetal,2023-03-19,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676910-9-B9,n1mhv,ww,qscript_xlt,40.0,V,False,24076,94.0,2704.0,0.0,188.436643944263,9044.958909324623,226.1239727331156,691.7122079954763,429.33245692397,1.12,1549.0,2093.0,0.0,3203.319070311552,153759.3153749545,3843.982884373862,3467.519716146094,306.263866596304,0.99,438809.9838074066,35.04006769418431,0,12.0,0.0,0.0
278,25_2023-03-18,A,3,ARA Sensetal,2023-03-18,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676870-6-C8,n1mhv,ww,qscript_xlt,40.0,V,False,22539,70.0,2704.0,0.0,149.8343271213706,7192.04770182579,179.8011925456447,557.4518824544517,429.33245692397,0.96,0.0,2093.0,0.0,0.0,0.0,0.0,314.4017622560866,306.263866596304,1.03,438809.9838074066,0.0,0,12.0,0.0,0.0
279,25_2023-03-18,A,3,ARA Sensetal,2023-03-18,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676870-6-D8,n1mhv,ww,qscript_xlt,40.0,V,False,24991,88.0,2704.0,0.0,169.9172404449095,8156.027541355656,203.9006885338914,557.4518824544517,429.33245692397,0.93,0.0,2093.0,0.0,0.0,0.0,0.0,314.4017622560866,306.263866596304,1.03,438809.9838074066,0.0,0,12.0,0.0,0.0
